name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
chicago,2010-01-21,34.8,30.1,32.5,25.7,18.5,22,24.8,73.3,0.077,100,16.67,"rain,snow",,2,30,19,69.7,1011.5,100,9.6,37.7,3.3,2,,2010-01-21T07:12:26,2010-01-21T16:51:44,0.15,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-01-22,35.2,33.7,34.2,28.6,25.4,26.8,29.2,81.8,0,0,0,,,1.6,18.3,12.5,61.4,1014.6,100,6.2,81.4,6.9,4,,2010-01-22T07:11:45,2010-01-22T16:52:59,0.2,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-01-23,44.5,33.9,38.5,38.8,26,31.5,36,90.9,0,0,0,,,1.2,24.2,14.8,131.4,1009.9,100,3.5,36.1,3,2,,2010-01-23T07:11:02,2010-01-23T16:54:13,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-01-24,46.5,30.5,40.8,39.9,20.4,33.2,38,89.7,0.359,100,41.67,rain,,,33.8,20.5,209.3,992.8,100,6.8,32.1,2.8,2,,2010-01-24T07:10:17,2010-01-24T16:55:29,0.3,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-01-25,31.6,19.6,28.7,22,4.8,17.7,22.2,76.5,0,0,0,,,,34.1,21.6,252.1,994.4,99.7,8.1,64.6,5.6,3,,2010-01-25T07:09:29,2010-01-25T16:56:44,0.36,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-01-26,23.2,12.3,19.1,10.1,-3.8,4.9,11.5,72,0,0,0,,,1.2,30.5,19.9,265,1011.6,94.2,9,62.8,5.5,3,,2010-01-26T07:08:40,2010-01-26T16:58:00,0.4,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-01-27,23.9,9.7,16.6,11.2,-5.4,3.1,8.7,70.9,0,0,0,,,1.2,33.1,19,252.4,1021.5,67.1,7.6,77.1,6.5,4,,2010-01-27T07:07:49,2010-01-27T16:59:17,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-01-28,18.5,7.7,10.8,4.8,-8.2,-3.5,-1.4,57.4,0,0,0,,,1.2,29.6,17.9,304.7,1030.5,45.3,9.9,140,12.2,6,,2010-01-28T07:06:56,2010-01-28T17:00:33,0.48,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-01-29,19.5,4.8,12.9,18.9,-6.5,5,0.5,57.4,0,0,0,,,1.2,,9.4,14,1033.2,78.2,9.5,98.2,8.5,5,,2010-01-29T07:06:01,2010-01-29T17:01:50,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-01-30,23.2,17.7,20.4,21.5,6.3,12.7,10.7,65.7,0,0,0,,,1.2,23,10.7,85,1025.5,86.3,9.5,135.2,11.6,6,,2010-01-30T07:05:04,2010-01-30T17:03:07,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-01-31,28.6,15.7,21.6,17.5,6,12.6,10.1,62.3,0,0,0,,,1.2,19.5,14.8,271.9,1024.7,47.6,9.5,137.4,11.9,6,,2010-01-31T07:04:06,2010-01-31T17:04:24,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-01,30.2,16.9,24.8,30.1,13.8,22.4,13.6,62.1,0,0,0,,,,,7.5,100.4,1025.7,90,8.2,63,5.4,2,,2010-02-01T07:03:05,2010-02-01T17:05:42,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-02,32,25.4,29.1,30,16.4,22.6,24.9,84.2,0.058,100,25,"rain,snow",,1.3,18.3,11.9,215.3,1018.3,99.9,3.4,64.2,5.6,3,,2010-02-02T07:02:03,2010-02-02T17:06:59,0.57,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-03,30.4,23.6,27.1,29.2,14.5,20.6,20,74.7,0,0,0,,,1.2,17.2,11.2,287.4,1026.1,97.6,5.8,112.3,9.6,4,,2010-02-03T07:00:59,2010-02-03T17:08:17,0.62,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-04,33.4,24.2,29.3,33.4,18,23.7,22.1,74.1,0,0,0,,,1.2,18.3,11.3,116.9,1028,93.4,5,47.8,4.2,2,,2010-02-04T06:59:54,2010-02-04T17:09:34,0.68,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-05,35.2,31,32.8,25.7,17.8,22.8,26.7,78.3,0.021,100,12.5,"rain,snow",,1.2,33.8,25.9,52.6,1017.6,98,4.7,31.1,2.5,1,,2010-02-05T06:58:47,2010-02-05T17:10:51,0.73,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-06,30.2,25.9,26.8,18.2,11.3,14.2,17.8,68.6,0,0,0,,,1.2,37.8,24.4,31.3,1019.7,95.2,9.7,141.7,12.3,6,,2010-02-06T06:57:38,2010-02-06T17:12:09,0.78,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-07,29.5,22.4,25.9,24.2,15.8,19.1,15.6,64.8,0,0,0,,,1.2,18.3,10.8,97.1,1023,91.3,9.6,114.6,9.9,4,,2010-02-07T06:56:28,2010-02-07T17:13:26,0.83,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-08,28.7,21.1,25.5,21.6,13.8,17.7,15.6,66.1,0,0,0,,,,20.8,14.9,120.6,1022.3,94.2,9.9,96.1,8.3,3,,2010-02-08T06:55:16,2010-02-08T17:14:43,0.88,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-09,28.2,23.2,26,26.7,12.9,16.9,22,85,0.321,100,83.33,snow,,2.7,26.4,13,68.4,1012,100,1.6,43.1,3.7,2,,2010-02-09T06:54:03,2010-02-09T17:16:00,0.91,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-10,26.6,18.6,24.1,17.5,6.8,12,16.8,73.7,0.033,100,12.5,snow,,7.9,30.6,21.8,322.8,1016.4,83,8.2,80,6.9,3,,2010-02-10T06:52:49,2010-02-10T17:17:17,0.95,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-11,29.5,10.6,19.7,23.4,2.2,13.3,11,69.6,0,0,0,,,6.1,,8.3,302.9,1020.6,24.3,9.9,151.4,13.2,6,,2010-02-11T06:51:33,2010-02-11T17:18:34,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-12,31.4,13.5,21,25.9,5.7,16.7,10.8,66.2,0,0,0,,,5.7,,7.3,311.6,1017.9,57.8,9.5,103.3,8.9,5,,2010-02-12T06:50:15,2010-02-12T17:19:50,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-13,29.5,13.8,21.3,21,5.3,13.2,9.7,61.4,0,0,0,,,5.1,16.1,13.4,294.9,1014.9,32.6,9.9,163.7,14.1,6,,2010-02-13T06:48:56,2010-02-13T17:21:07,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-14,29.9,10.4,19.9,22.6,1.5,12.7,9.8,65.7,0,0,0,,,3.4,,10.6,268.9,1012.6,27.4,9.4,167.5,14.6,6,,2010-02-14T06:47:36,2010-02-14T17:22:23,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-15,28,13.5,22.6,18.3,6,14.4,15.3,74.1,0,0,0,,,3.9,18.3,13,311.5,1010.1,92.9,7.8,95.4,8.1,4,,2010-02-15T06:46:15,2010-02-15T17:23:39,0.01,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-16,31.6,25.9,28.9,24.1,15.3,19.5,18.3,65,0,0,0,,,3.9,24.2,16.1,315.4,1011.6,92.6,9.5,105.9,9.1,5,,2010-02-16T06:44:53,2010-02-16T17:24:54,0.03,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-17,32.9,27.5,30.7,26.2,18.9,22.8,20.2,64.6,0,0,0,,,3.3,18.3,13.5,302.9,1014.7,99.8,9.9,106.6,9.2,4,,2010-02-17T06:43:29,2010-02-17T17:26:10,0.05,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-18,39.4,27.6,33.1,32.8,20.4,26.8,21,61.8,0,0,0,,,3.1,20.8,14.5,289.9,1018,53,9.9,173.4,14.9,6,,2010-02-18T06:42:04,2010-02-18T17:27:25,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-19,42.8,20.8,30.5,42.8,13.3,27,14,51.9,0,0,0,,,2,,6.9,327.7,1021.9,40.9,9.7,175.1,15.1,7,,2010-02-19T06:40:38,2010-02-19T17:28:40,0.12,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-20,38.6,30,33.8,38.6,23,30.3,27.9,79,0.003,100,4.17,"rain,snow",,1.4,,8.1,115.7,1021.4,99.4,6.3,121.6,10.5,5,,2010-02-20T06:39:11,2010-02-20T17:29:54,0.17,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-21,36.6,32.3,34.2,35,24.7,28,30.5,86.3,0.256,100,25,"rain,snow",,1.3,,11.4,29.7,1017.2,99.7,3,71.2,6.1,3,,2010-02-21T06:37:43,2010-02-21T17:31:08,0.22,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-22,33.4,30.3,32.4,25.9,22.4,24,29.1,87.8,0.177,100,33.33,"rain,snow",,2.2,25.3,14.4,11.3,1009.3,100,5.8,114.6,9.8,5,,2010-02-22T06:36:15,2010-02-22T17:32:22,0.28,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-23,32.5,24.1,29.4,29.5,13.2,23.1,23.2,78,0,0,0,,,2.3,17.2,11.2,264.2,1012.4,96.3,8,102.9,8.8,4,,2010-02-23T06:34:45,2010-02-23T17:33:36,0.33,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-24,27.8,21.1,24.7,18.1,11.6,14.2,18.9,78.8,0.099,100,20.83,snow,,2.7,27.5,17.8,311.4,1014.8,99.7,5.5,66.7,5.9,3,,2010-02-24T06:33:14,2010-02-24T17:34:49,0.38,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-25,29.4,21.3,25,19.3,9.5,14.2,15.1,66.3,0.008,100,4.17,snow,,3.7,19.5,16,328.4,1020.2,41.6,9.7,157.8,13.7,6,,2010-02-25T06:31:42,2010-02-25T17:36:02,0.43,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-26,32.6,17.6,25.3,21.6,5.2,14.4,12.8,58.7,0,0,0,,,3.3,25.3,17,312.1,1016.6,53.4,9.8,163.1,14.3,6,,2010-02-26T06:30:09,2010-02-26T17:37:15,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-27,34.1,28.2,31.3,28.3,18.1,22.3,24.6,76.1,0,0,0,,,2.6,20.8,14.7,326.6,1012.7,99.9,9.1,95,8.1,4,,2010-02-27T06:28:36,2010-02-27T17:38:28,0.49,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-02-28,37.4,33.1,34.5,37.2,25.4,28.3,27.9,76.8,0,0,0,,,2.2,,11.1,358,1016.9,100,9.8,114.9,10,4,,2010-02-28T06:27:02,2010-02-28T17:39:40,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-03-01,35.4,30.5,32.6,29.1,22,25,26.2,77.1,0,0,0,,,1.7,19.5,13.5,3.4,1022.9,94.2,9.6,143,12.3,5,,2010-03-01T06:25:27,2010-03-01T17:40:52,0.51,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-03-02,33.3,28.1,31.4,24.8,20,23.1,24.3,74.7,0,0,0,,,1.7,20.8,13.6,5.1,1019.2,94.5,9.9,152.3,13.2,6,,2010-03-02T06:23:51,2010-03-02T17:42:03,0.53,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-03-03,39.3,26,31.9,33.4,16.9,24.4,20.8,64.3,0,0,0,,,1.7,23,13,351,1018.1,56.3,9.9,189.1,16.2,7,,2010-03-03T06:22:15,2010-03-03T17:43:14,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-03-04,42.4,24.3,32.8,37.1,18.1,26.8,18.6,58,0,0,0,,,1.8,27.5,13.7,357.1,1022,20.1,9.9,202.4,17.5,7,,2010-03-04T06:20:38,2010-03-04T17:44:25,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-03-05,37.3,24.9,31.2,32.5,17.1,25,22.4,70.9,0,0,0,,,1.2,20.8,12.8,21.2,1028.2,15.3,9.8,216,18.6,7,,2010-03-05T06:19:00,2010-03-05T17:45:36,0.65,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-03-06,45.9,23.4,35,42.9,23.4,33.4,23.6,65.2,0,0,0,,,,,8.4,205.9,1029,3.2,9.4,217.6,18.8,8,,2010-03-06T06:17:22,2010-03-06T17:46:46,0.7,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-03-07,45.9,30.3,37,40.4,27,34.1,29.2,74.4,0.082,100,20.83,rain,,,16.1,11.4,174.3,1021.7,80.4,7.6,123.3,10.5,6,,2010-03-07T06:15:44,2010-03-07T17:47:57,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-03-08,45.6,35.2,39.8,45.6,31.1,38.2,36.4,87.7,0,0,0,,,,,5.6,357.8,1018.9,88.5,2.2,167,14.6,7,,2010-03-08T06:14:04,2010-03-08T17:49:06,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-03-09,50.2,31,42.1,50.2,26.1,38.8,36.7,82.4,0.003,100,4.17,rain,,,30,9.6,84.5,1011.5,92.9,4.4,94.4,8.2,5,,2010-03-09T06:12:25,2010-03-09T17:50:16,0.84,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-03-10,62.1,47.6,53.3,62.1,42.5,51.7,46.1,77.4,0.083,100,20.83,rain,,,23,12.7,152,1003.5,82.9,7.4,129.2,11.1,4,,2010-03-10T06:10:45,2010-03-10T17:51:25,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-03-11,60.4,48.4,53.1,60.4,46,52.7,47.7,82.1,0.231,100,20.83,rain,,,26.4,14.9,128.4,1002,90.9,8.5,58,5,2,,2010-03-11T06:09:04,2010-03-11T17:52:35,0.92,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-03-12,53.5,42.5,48,53.5,39.7,45.2,41.9,80.1,0.027,100,8.33,rain,,,29,16.2,13.4,1003.6,90.4,7.8,157.8,13.6,7,,2010-03-12T06:07:23,2010-03-12T17:53:44,0.95,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-03-13,47.2,42.3,44.4,40.5,34.3,37.3,42.6,93.4,0.539,100,87.5,rain,,,35,22.2,42.2,1000.1,100,2.4,48.3,4.1,2,,2010-03-13T06:05:42,2010-03-13T17:54:52,0.98,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-03-14,48.2,39.7,43.2,41.7,30.5,35.8,35.8,75.5,0,0,0,,,,33.3,22.6,25.4,1009.3,94.3,9.1,127.4,10.7,5,,2010-03-14T07:04:01,2010-03-14T18:56:01,1,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-03-15,47.9,41.3,44.3,43,35.7,39.6,35.8,71.9,0,0,0,,,,20.8,13.7,18.3,1019.8,90.1,9.9,110.1,9.5,4,,2010-03-15T07:02:19,2010-03-15T18:57:09,1,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-03-16,59.8,37,46.8,59.8,33.8,46.1,27.1,51.7,0,0,0,,,,,7.9,43.4,1022.5,49.6,9.9,220.2,19,7,,2010-03-16T07:00:37,2010-03-16T18:58:17,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
chicago,2010-03-17,61,33.2,46.6,61,33.2,46.3,21.3,41.3,0,0,0,,,,23,8.9,33.2,1020.4,19.1,9.9,239.1,20.8,8,,2010-03-17T06:58:55,2010-03-17T18:59:25,0.01,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
