name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
chicago,2021-01-11,30,22,26.3,20.1,10.6,15.3,20.5,78.7,0,0,0,,0,0.4,25.5,16.1,236,1025.1,96.6,8.4,30,2.4,1,,2021-01-11T07:17:12,2021-01-11T16:40:23,0.99,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-01-12,38.4,26.4,31.4,30.7,16,22.8,24.7,76.3,0,0,0,,0,0.4,24.2,13.9,223.7,1018.7,33.8,9.2,97.6,8.4,5,,2021-01-12T07:16:53,2021-01-12T16:41:29,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F7086,74466504838,KPWK,D6362"
chicago,2021-01-13,40.6,31.5,36.3,34.4,24.2,29.8,28.9,74.5,0,0,0,,0,0.3,19.7,12.6,214.1,1010.3,82.3,9.6,57.1,4.8,3,,2021-01-13T07:16:30,2021-01-13T16:42:37,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-01-14,39.6,32.8,36.4,33.1,26,29.7,30.6,79.2,0.12,100,20.83,"rain,snow",0,0,25.4,14.5,174.3,1001.2,77.2,9.1,45.9,4.1,3,,2021-01-14T07:16:06,2021-01-14T16:43:45,0.01,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-01-15,37.2,30.4,34.6,33.8,25.5,29.2,29.3,80.9,0,0,0,,0.3,0.1,20.8,10.4,181.7,999.3,84,9.1,46.8,4.2,2,,2021-01-15T07:15:39,2021-01-15T16:44:55,0.03,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-01-16,36.9,29.6,33.9,30.2,22.8,27.1,29.1,82.8,0.05,100,20.83,"rain,snow",0.2,0.3,,11.7,279.4,1003.8,99.6,6.9,17,1.3,1,,2021-01-16T07:15:10,2021-01-16T16:46:05,0.06,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-01-17,34.8,29.1,31,28.4,21.6,24.1,26.7,83.7,0.03,100,12.5,"rain,snow",0.3,0.1,,9.2,259.2,1007.2,99.3,6.7,13.5,1.1,1,,2021-01-17T07:14:39,2021-01-17T16:47:17,0.1,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-01-18,30,24.8,27.9,21.7,16.1,18.9,20.2,73,0,0,0,,0.4,0.5,21.9,14.7,262.5,1013.6,92.9,9.6,39.3,3.3,2,,2021-01-18T07:14:06,2021-01-18T16:48:29,0.14,Overcast,Cloudy skies throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-01-19,32.5,20.8,26,22.5,12.3,16.6,18.7,73.9,0.01,100,4.17,"rain,snow",1.1,0.7,30.3,20.3,259.4,1021.2,85.1,7.7,40.1,3.5,2,,2021-01-19T07:13:30,2021-01-19T16:49:41,0.19,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-01-20,34.2,14.4,23.7,24.3,2.8,12.3,13.8,65.6,0,0,0,,0.6,1.6,35.6,20.1,227.8,1019.5,45.2,9.9,117.3,10.1,5,,2021-01-20T07:12:53,2021-01-20T16:50:55,0.23,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-01-21,41.2,32,35.5,31.7,23,26.4,22.4,59.1,0,0,0,,0,1.2,36.9,25.8,258.5,1008.1,34.1,9.9,116.9,10.1,5,,2021-01-21T07:12:13,2021-01-21T16:52:09,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-01-22,30.6,13.4,19,20.7,1.2,7.3,3.5,50.6,0,0,0,,0,0.1,27.3,19.7,309.1,1021,17.7,9.9,119,10.2,5,,2021-01-22T07:11:31,2021-01-22T16:53:23,0.33,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-01-23,30.5,11.1,21.4,25.1,4,15,6.5,52.9,0,0,0,,0,0,,10.8,193.5,1028.6,55.3,9.9,113.7,9.9,5,,2021-01-23T07:10:47,2021-01-23T16:54:38,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-01-24,34.1,27.9,31.1,28.7,19.3,24.4,21.5,68.1,0,0,0,,0,0,23,10,150.8,1020.3,100,8.8,42.3,3.6,2,,2021-01-24T07:10:02,2021-01-24T16:55:53,0.41,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-01-25,34.2,30,31.8,26.2,18.7,22.4,24.2,73.3,0.03,100,12.5,"rain,snow",3.2,1.1,33.4,21.8,51.9,1016.1,99.5,7.8,12.8,1.2,1,,2021-01-25T07:09:14,2021-01-25T16:57:09,0.44,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-01-26,32.1,25.7,30.3,22.3,13.1,19,25.4,82,0.1,100,33.33,"rain,snow",2.3,4.5,30.9,19.4,26.7,1013.2,100,4.4,6.3,0.5,0,,2021-01-26T07:08:24,2021-01-26T16:58:25,0.47,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72534014819,AP878,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-01-27,27.9,15.8,23.8,18.1,3.4,13,15.1,68.9,0,0,0,,0.3,5,21.2,13.1,348.1,1028.9,83.4,9.9,10.5,1,0,,2021-01-27T07:07:32,2021-01-27T16:59:42,0.49,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,AP878,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-01-28,25.1,10.5,17.9,20.4,-0.7,9.6,4,55.2,0,0,0,,0,4.9,,11.3,323.2,1037.4,32.6,9.9,110.9,9.6,5,,2021-01-28T07:06:38,2021-01-28T17:00:59,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-01-29,32,18.2,25.6,24.7,11.4,20,11.8,56.1,0,0,0,,0,4.6,20.8,12,140.1,1030.4,68.9,9.9,125,10.8,5,,2021-01-29T07:05:43,2021-01-29T17:02:15,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-01-30,34.2,29.1,31,24.1,17.3,20.2,21.1,67.3,0.09,100,25,"rain,snow",4.4,5.6,34.9,22.6,120.4,1018.5,92.8,7,27.8,2.5,1,,2021-01-30T07:04:46,2021-01-30T17:03:33,0.52,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72534014819,KORD,KMDW,72530094846,F7086,74466504838,KPWK,D6362"
chicago,2021-01-31,32.9,29.4,31.3,24.3,17.2,20.4,27.3,85.1,0.12,100,45.83,"rain,snow",4.3,11.2,30.5,19,48.2,1014.2,97.9,2.6,10.3,0.7,0,,2021-01-31T07:03:46,2021-01-31T17:04:50,0.54,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,F7086,74466504838,KPWK,D6362"
chicago,2021-02-01,33,23.3,29,25.3,14.1,19.4,20.7,71.1,0,0,0,,1,13.4,26.4,16,342.2,1023.1,66.9,9.9,91,7.9,4,,2021-02-01T07:02:45,2021-02-01T17:06:07,0.59,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,AP878,C8740,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-02,33.2,20.8,27,24.2,10.9,18.1,17.9,68.4,0,0,0,,0,12.8,,13.3,328.6,1024.7,71.2,9.9,57.8,4.9,3,,2021-02-02T07:01:43,2021-02-02T17:07:25,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-03,35.2,16.8,26.3,34.2,9,20.4,16.9,68.1,0,0,0,,0,11.7,,9.6,223.3,1020.5,37.6,9.8,134.8,11.6,6,,2021-02-03T07:00:39,2021-02-03T17:08:42,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-04,38.7,21.2,32.3,29.8,4.1,22.2,24.3,72.7,0.19,100,25,"rain,snow",0.3,11.1,44.5,26,199.3,1002.8,94.9,6.4,34.2,2.9,3,,2021-02-04T06:59:33,2021-02-04T17:09:59,0.74,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-05,19.2,9.7,13.5,1.8,-7.8,-4.3,3.3,63.3,0,0,0,,0.2,11.3,41.4,24.7,261.5,1006.8,40.8,9.4,126.7,10.9,5,,2021-02-05T06:58:25,2021-02-05T17:11:17,0.8,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,C8740,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-06,13.1,4,8.9,0.9,-10.7,-5,-0.2,66.2,0,0,0,,0.2,10.9,23,15.1,263,1019.5,55.8,7.8,92.2,8,5,,2021-02-06T06:57:16,2021-02-06T17:12:34,0.85,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-07,5.9,-6.3,0.3,-6.4,-24.3,-14.4,-11.8,56.2,0,0,0,,0.1,11,21.6,12.9,292.2,1026.3,51.5,9.9,112.7,9.8,6,,2021-02-07T06:56:05,2021-02-07T17:13:51,0.9,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-08,14.6,1.7,8.6,14.6,-6.3,4.6,-0.3,66.7,0.03,100,12.5,snow,2.4,11.6,,9.3,337.5,1028.2,96.8,6,74.7,6.3,3,,2021-02-08T06:54:53,2021-02-08T17:15:09,0.94,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-09,17.6,2.1,9.5,16.7,-14.3,-2.2,-4.5,53.8,0,0,0,,1.4,14.2,,12.2,332.9,1030,44.1,9.5,149.7,12.8,6,,2021-02-09T06:53:39,2021-02-09T17:16:26,0.97,Partially cloudy,Becoming cloudy in the afternoon.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-10,16.5,6.8,12.1,4.6,-5.8,0.5,0,57.9,0,0,0,,0,13.2,,14.3,339.1,1030.7,95.3,8.5,55.4,4.7,2,,2021-02-10T06:52:24,2021-02-10T17:17:42,1,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F7086,74466504838,KPWK,D6362"
chicago,2021-02-11,22.1,4.2,15,14.6,-10.6,2.2,5,64,0,0,0,,0.3,12.2,23,15.2,12.1,1031.3,74.4,8.1,36.1,3.1,1,,2021-02-11T06:51:08,2021-02-11T17:18:59,1,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,C8740,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-12,18.4,8.6,13.9,8,-6.2,1.2,4.4,65.5,0,0,0,,0.5,12.6,,12.6,330.5,1030.2,94.7,8.9,117,9.9,5,,2021-02-12T06:49:50,2021-02-12T17:20:16,0,Overcast,Cloudy skies throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,F7086,74466504838,KPWK,D6362"
chicago,2021-02-13,13.1,0.6,7.2,0.7,-17.2,-7.8,-0.4,70.5,0,0,0,,0.9,13.2,21.9,15.1,320.8,1028.7,77.6,4.6,47,4.1,2,,2021-02-13T06:48:31,2021-02-13T17:21:32,0.02,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-14,4.1,-3.4,0.5,-11.1,-21.9,-16.7,-11.8,56,0,0,0,,0.8,14.2,21.9,15.8,327.2,1034,76.9,7.9,114.9,9.9,5,,2021-02-14T06:47:11,2021-02-14T17:22:48,0.04,Partially cloudy,Partly cloudy throughout the day.,snow,"72534014819,KORD,KMDW,72530094846,F7086,74466504838,KPWK,D6362"
chicago,2021-02-15,15.6,0.7,6.6,-1,-19.6,-10.9,-0.3,72.8,0.08,100,25,snow,7.5,17.2,31.9,18.6,347.6,1027.3,82.6,2.4,27.4,2.3,1,,2021-02-15T06:45:49,2021-02-15T17:24:04,0.07,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-16,20.6,7.7,14.1,11,-9,1.2,5.2,67.6,0.01,100,4.17,snow,4.4,25.1,27.7,14.6,323.5,1020.8,78.6,7.3,21.2,1.7,1,,2021-02-16T06:44:26,2021-02-16T17:25:19,0.1,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"72534014819,AP878,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-17,24.5,7.8,16.1,24.5,3.3,10.5,5.6,63.5,0,0,0,,0,22.9,,9.2,145.8,1029.5,84.6,9.9,26.1,2.2,1,,2021-02-17T06:43:02,2021-02-17T17:26:35,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK,D6362"
chicago,2021-02-18,25.3,17.2,20.3,25.1,9.3,14.8,12.2,70.7,0.01,100,4.17,snow,0,21.3,,7.4,17.3,1028.6,85.5,6,51.8,4.4,3,,2021-02-18T06:41:37,2021-02-18T17:27:50,0.19,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-19,20.1,8.1,16.1,11.6,-5,4.8,6.9,67,0,0,0,,0,20,20.8,13.4,264.6,1027.3,44.4,8.6,190.4,16.5,8,,2021-02-19T06:40:11,2021-02-19T17:29:04,0.24,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-20,29,4.9,17.8,21.2,-1.3,11.7,8.4,67.6,0,0,0,,0,18.5,,8.3,203.6,1029,10,7.8,176.8,15.2,7,,2021-02-20T06:38:43,2021-02-20T17:30:19,0.28,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-21,37.5,18.3,28.5,28.4,8.4,19.4,19.2,68.7,0.19,100,25,"rain,snow",0,17.3,31.1,16.7,160.5,1019.9,75.3,7.5,90.1,8,4,,2021-02-21T06:37:15,2021-02-21T17:31:33,0.33,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-22,39.8,26.2,33.8,30.9,14.7,23.5,26.4,74.4,0.02,100,4.17,rain,0,16.4,34,20.2,244.1,1007.7,94,8.4,99,8.4,5,,2021-02-22T06:35:46,2021-02-22T17:32:47,0.38,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-23,45,36.7,40.7,39.8,30.2,34.4,29.9,65.5,0,0,0,,0,13.6,28,15,243.3,1008.5,45.9,9.9,176,15.3,7,,2021-02-23T06:34:16,2021-02-23T17:34:00,0.42,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-24,44.9,32.6,40.4,38,27.9,34.1,30.1,66.7,0,0,0,,0,10.1,29.4,18.8,276.1,1012.4,49.8,9.9,140.8,12,7,,2021-02-24T06:32:45,2021-02-24T17:35:14,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-25,40,25.3,32.8,32.9,18.4,27.6,22.1,65.7,0,0,0,,0,6.5,24.2,13.5,276.5,1027.4,34.4,9.9,174.1,15.2,7,,2021-02-25T06:31:13,2021-02-25T17:36:27,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-26,42.5,25.4,35,36.6,19.7,29.2,21.4,59.3,0,0,0,,1.7,6.2,27.6,14.6,157.9,1020.6,43.8,9.7,179.2,15.4,7,,2021-02-26T06:29:40,2021-02-26T17:37:39,0.5,Partially cloudy,Becoming cloudy in the afternoon.,snow,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-27,50,33.4,41.3,46.7,26.6,36.7,33.4,74.6,0.02,100,4.17,rain,0,5.7,,10.1,199.3,1015.9,53.2,7.7,177.3,15.4,7,,2021-02-27T06:28:06,2021-02-27T17:38:52,0.5,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-02-28,49,36,41.7,43.9,28.1,35.7,36.7,82.4,0.04,100,16.67,rain,0,4.2,33.5,20.1,254.1,1009.9,88.4,7.4,67.6,5.9,3,,2021-02-28T06:26:32,2021-02-28T17:40:04,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-03-01,34.5,24.7,30.2,26.1,16.6,22.3,15.8,56.2,0,0,0,,0,3.1,23.4,13.5,313.5,1024.1,25.8,9.9,150.1,12.8,6,,2021-03-01T06:24:57,2021-03-01T17:41:15,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-03-02,43.1,22,33,36.2,16.8,26.9,19.1,57,0,0,0,,0,2.3,30.4,19.2,208.8,1023.4,3.8,9.9,188.2,16.3,7,,2021-03-02T06:23:21,2021-03-02T17:42:27,0.57,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-03-03,58.2,35.5,44,58.2,29.9,40.1,29.5,59.4,0,0,0,,0,1.7,29.8,13.4,286.8,1016.2,0.8,9.9,191,16.6,7,,2021-03-03T06:21:44,2021-03-03T17:43:38,0.61,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-03-04,37.7,28.9,33.7,30.8,20.2,24.9,23.8,67.5,0,0,0,,0,0.4,27.2,18.3,24.1,1027,43.8,9.8,119.4,10.1,4,,2021-03-04T06:20:07,2021-03-04T17:44:49,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-03-05,48.6,25.6,36.1,44.8,20.3,32.7,19.9,54.9,0,0,0,,0,0,20.8,15.6,354.8,1028.6,23.8,9.9,196.8,17,7,,2021-03-05T06:18:29,2021-03-05T17:46:00,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-03-06,45.2,28.5,35.7,43.4,25.6,33.5,22.7,60.2,0,0,0,,0,0,,11.3,85.6,1027.9,12.3,9.9,200.5,17.2,7,,2021-03-06T06:16:51,2021-03-06T17:47:10,0.78,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK,D6362"
chicago,2021-03-07,51.3,26.5,39.8,51.3,24.1,36.9,23.2,54.2,0,0,0,,0,0,21.9,12.3,172.2,1029.1,54.7,9.9,171.7,14.8,8,,2021-03-07T06:15:12,2021-03-07T17:48:20,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK,D6362"
chicago,2021-03-08,64,43.5,53,64,37.3,50.7,33.6,48.8,0,0,0,,0,0,29.7,20,238.5,1025.2,51.2,9.9,144.6,12.2,6,,2021-03-08T06:13:33,2021-03-08T17:49:30,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
chicago,2021-03-09,68.1,42.8,55.5,68.1,40.9,54.9,34.3,47.5,0,0,0,,0,0,35,20.1,183,1022.6,69.8,9.8,121.4,10.4,6,,2021-03-09T06:11:53,2021-03-09T17:50:39,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
chicago,2021-03-10,68.4,56.4,61.3,68.4,56.4,61.3,44.9,55.2,0,0,0,,0,0,45,24.5,198.8,1012.8,93.8,9.9,59,5.1,4,,2021-03-10T06:10:13,2021-03-10T17:51:49,0.96,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
chicago,2021-03-11,64.2,44.1,52.3,64.2,39.3,50.5,37.8,58.3,0.05,100,8.33,rain,0,0,47.8,23.8,255.1,1016.6,45.6,9.9,145.1,12.6,6,,2021-03-11T06:08:32,2021-03-11T17:52:58,0.99,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,F1983,F7086,74466504838,KPWK"
chicago,2021-03-12,52.8,37,43.8,52.8,32,40.2,26.8,52.4,0,0,0,,0,0,21.9,12.2,5.6,1029.9,63.5,9.9,123,10.6,7,,2021-03-12T06:06:51,2021-03-12T17:54:07,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
chicago,2021-03-13,58.9,32.5,45.8,58.9,30.8,44.5,23.1,44.5,0,0,0,,0,0,,9.8,240.2,1030.1,54.2,9.8,145.2,12.6,6,,2021-03-13T06:05:10,2021-03-13T17:55:15,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
chicago,2021-03-14,46.2,37.3,42.1,42,26.6,35.1,25.5,52.2,0,0,0,,0,0,34.9,22.8,31.8,1028.2,77,9.9,98.1,8.1,5,,2021-03-14T07:03:29,2021-03-14T18:56:24,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,AP878,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
